14,Blueberry Fruit Spread,Jam/Jelly,b_5tan9mmd5e,280,280,283.0,283.0,283.0,283.0,68.0,62.0,62.0,62.0,62.0,62.0,62.0,56.0,56.0,44.0,44.0,44.0,44.0,44.0
15,Sorghum 16 oz,Jam/Jelly,b_dijy4v6c2w,112,112,111.0,110.0,110.0,110.0,110.0,,,,,,,,,88.0,86.0,,,84.0
16,18oz Strawberry Raspberry Spreadable Fruit,Jam/Jelly,b_892bgsrnrz,9340,9340,9340.0,9340.0,9340.0,9340.0,9340.0,9328.0,9328.0,9328.0,9328.0,9328.0,9328.0,9328.0,9328.0,9328.0,9328.0,9328.0,9328.0,9328.0
17,18oz-Strawberry Rhubarb Spreadable Fruit,Jam/Jelly,b_892bgsrnrz,9400,9400,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0
18,18oz-Peach Apricot Spreadable Fruit,Jam/Jelly,b_892bgsrnrz,9520,9520,9520.0,9520.0,9520.0,9520.0,,,,,,,,9496.0,9496.0,9496.0,9496.0,9496.0,9496.0,9496.0
19,18oz-Orange Apricot Marmalade,Jam/Jelly,b_892bgsrnrz,9592,9592,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0,9592.0
20,18oz-Strawberry Peach Spreadable Fruit,Jam/Jelly,b_892bgsrnrz,9676,9676,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0,9676.0
21,18oz-Blueberry Cherry Spreadable Fruit,Jam/Jelly,b_892bgsrnrz,9688,9688,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0,9688.0
22,18oz-Strawberry Blood Orange Marmalade,Jam/Jelly,b_892bgsrnrz,9748,9748,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0,9748.0
23,18oz-Strawberry Rhubarb & Mixed Berry Spreadable Fruit Combo,Jam/Jelly,b_892bgsrnrz,9832,9832,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0,9832.0
24,18oz Raspberry Key Lime Spreadable Fruit,Jam/Jelly,b_892bgsrnrz,,,9784.0,,,,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0
25,18oz-Strawberry Raspberry and Orange Apricot Marmalade Combo,Jam/Jelly,b_892bgsrnrz,9856,9856,9856.0,9856.0,9856.0,9856.0,,,,,,,,,,,,,,
26,Sicilian White Peach Jam - 8.8oz (250gm),Jam/Jelly,b_3583ydpmlg,24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,12.0,12.0,12.0,12.0
27,Sicilian Strawberry Jam - 8.8oz (250gm),Jam/Jelly,b_3583ydpmlg,60,60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
28,Marionberry Blast Pepper Jelly,Jam/Jelly,b_9mysvrgbr3,60,60,60.0,60.0,60.0,60.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,60.0,12.0,12.0,12.0
29,Mango Madness Pepper Jelly,Jam/Jelly,b_9mysvrgbr3,60,60,60.0,60.0,60.0,60.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,60.0,12.0,12.0,12.0
30,Raspberry Habanero Pepper Jelly,Jam/Jelly,b_9mysvrgbr3,60,60,60.0,60.0,60.0,60.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,60.0,12.0,12.0,12.0
31,Peaches & Scream Pepper Jelly,Jam/Jelly,b_9mysvrgbr3,60,60,60.0,60.0,60.0,60.0,,,,,,,,,,,60.0,,,
32,Hawaiian Jalapeno Pepper Jelly,Jam/Jelly,b_9mysvrgbr3,60,60,60.0,60.0,60.0,60.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
33,Triple Threat Trio,Jam/Jelly,b_9mysvrgbr3,60,60,60.0,60.0,60.0,60.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
34,Blackberry Habanero Pepper Jelly,Jam/Jelly,b_9mysvrgbr3,60,60,60.0,60.0,60.0,60.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
35,Chef Trio,Jam/Jelly,b_9mysvrgbr3,999991,999991,999991.0,999991.0,999991.0,999991.0,,,87.0,52.0,52.0,,87.0,87.0,87.0,87.0,87.0,87.0,87.0,
36,"""Sunrise"" Pixie Tangerine Marmalade",Jam/Jelly,b_z7q7jkabkx,881,881,776.0,776.0,776.0,776.0,683.0,683.0,614.0,614.0,574.0,574.0,505.0,505.0,407.0,407.0,360.0,360.0,297.0,297.0
37,Maple Fig Jam,Jam/Jelly,b_d3410850,9022,9022,9022.0,9022.0,9022.0,9022.0,9022.0,9010.0,9010.0,9010.0,9010.0,9010.0,9010.0,9010.0,9010.0,9010.0,9010.0,9004.0,9004.0,9004.0
38,Holiday Maple Bacon Onion Topper 10Oz,Jam/Jelly,b_25cfo5k5ad,892,892,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0
39,Red Hot Pepper Jam,Jam/Jelly,b_44q0lpkuc4,72,72,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,60.0,60.0,60.0,60.0,60.0
40,Best Seller OMG Banana Jam,Jam/Jelly,b_44q0lpkuc4,48,48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,36.0,36.0,36.0,36.0,36.0
41,Tomato Tapas Jam,Jam/Jelly,b_b2qplpdtez,379,379,379.0,379.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
42,Plum Fig and Cherry Chutney,Jam/Jelly,b_b2qplpdtez,500,500,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,488.0,488.0,488.0
43,Peach State - 9 oz,Jam/Jelly,b_652biigfga,379,379,500.0,379.0,367.0,367.0,9022.0,9010.0,9010.0,9010.0,9010.0,9010.0,9010.0,48.0,48.0,36.0,36.0,36.0,36.0,36.0
44,Peach State - 1.25 oz,Jam/Jelly,b_652biigfga,9568,9568,9568.0,9568.0,9568.0,9568.0,9568.0,9568.0,9568.0,9568.0,9568.0,9568.0,9568.0,9544.0,9544.0,9520.0,9520.0,9520.0,9520.0,9520.0
45,Wild Blackberry - 9 oz,Jam/Jelly,b_652biigfga,1880,1880,1880.0,1880.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0
46,Jam Flight 1.25oz - Peaches and Company,Jam/Jelly,b_652biigfga,1880,1880,1880.0,1880.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1856.0,1856.0,1856.0,1856.0,9520.0,9520.0,12.0,12.0,12.0
47,Strawberry Sunrise - 9 oz,Jam/Jelly,b_652biigfga,1880,1880,1880.0,1880.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0
48,Honey Peach - 9 oz,Jam/Jelly,b_652biigfga,1880,1880,1880.0,1880.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1868.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0,1856.0
49,Jam Flight 1.25oz - The Peppers,Jam/Jelly,b_652biigfga,1880,1880,1880.0,1880.0,1868.0,1868.0,1868.0,,,,,,,,,,,,,
50,Bourbon Fig Spread - 9 oz,Jam/Jelly,b_652biigfga,36,36,36.0,36.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
51,Ramblin' Red Pepper - 1.25 oz,Jam/Jelly,b_652biigfga,36,36,36.0,36.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
52,Wild Blackberry - 1.25 oz,Jam/Jelly,b_652biigfga,32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,
53,Bacon and Fig Jam,Jam/Jelly,b_1kqn3yi1nh,60,60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
54,Top 3 Selling Jams,Jam/Jelly,b_1kqn3yi1nh,64,64,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
55,Sweet & Hot Pepper Jelly,Jam/Jelly,b_5kp4xk66de,1596,1596,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0,1596.0
56,Sweet Delicious Wild Berry Jam,Jam/Jelly,b_5kp4xk66de,1748,1748,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,,1748.0,,,,,,1748.0,1748.0,1748.0,1748.0
57,Decadent Black Fig Jam,Jam/Jelly,b_5kp4xk66de,424,424,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0
58,Sweet Citrus Raspberry Jam,Jam/Jelly,b_5kp4xk66de,1476,1476,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0
59,Lemon Strawberry Jam,Jam/Jelly,b_5kp4xk66de,1722,1722,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0
60,Cinnamon & Spice Apple Cranberry Jam,Jam/Jelly,b_5kp4xk66de,860,860,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0
61,Citrus Cinnamon Blueberry Jam,Jam/Jelly,b_5kp4xk66de,,,1734.0,,,,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0
62,Mini Jam Set,Jam/Jelly,b_5kp4xk66de,64,64,64.0,64.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,64.0,64.0
63,Orange Marmalade,Jam/Jelly,b_5kp4xk66de,1916,1916,1916.0,1916.0,1916.0,1916.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0
64,Colorado Jalapeno Peach Jam,Jam/Jelly,b_s8jd6jfmpx,188,188,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,173.0,173.0,173.0,,,,,,,
65,12oz Marionberry Habanero Pepper Jelly,Jam/Jelly,b_3z0yk8weme,188,188,188.0,188.0,188.0,188.0,1736.0,1736.0,1736.0,1736.0,0.0,1736.0,12.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0
66,Kelly's Oregon Marionberry Fruit Spread,Jam/Jelly,b_3z0yk8weme,188,188,188.0,188.0,188.0,188.0,1736.0,1736.0,1736.0,1736.0,0.0,1736.0,12.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0
67,Kelly's Oregon Strawberry Fruit Spread,Jam/Jelly,b_3z0yk8weme,188,188,188.0,188.0,188.0,188.0,1736.0,1736.0,1736.0,1736.0,0.0,1736.0,12.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0
68,12oz Strawberry Habanero Pepper Jelly,Jam/Jelly,b_3z0yk8weme,188,188,188.0,188.0,188.0,188.0,1736.0,1736.0,1736.0,1736.0,0.0,1736.0,12.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0
69,Kelly's Oregon Tayberry Fruit Spread,Jam/Jelly,b_3z0yk8weme,188,188,188.0,188.0,188.0,188.0,1736.0,1736.0,1736.0,1736.0,0.0,,,,,,12.0,,,1922.0
70,Marsh Hen Mill Red Pepper Jelly,Jam/Jelly,b_kesfmwbjes,144,144,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0
71,Marsh Hen Mill FROG Jam,Jam/Jelly,b_kesfmwbjes,96,96,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,84.0,84.0,84.0,84.0,84.0
72,Marsh Hen Mill Apple Butter,Jam/Jelly,b_kesfmwbjes,24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
73,Marsh Hen Mill EdisTOE Jam,Jam/Jelly,b_kesfmwbjes,48,48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
74,Traffic Jam,Jam/Jelly,b_kesfmwbjes,72,72,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
75,Marsh Hen Mill Strawberry Preserves,Jam/Jelly,b_kesfmwbjes,36,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
76,Sicilian Lemon Curd,Jam/Jelly,b_d8p8k64xyk,100,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,94.0,94.0
77,Organic Peach Conserve,Jam/Jelly,b_7cpjdewi2t,323,323,323.0,323.0,323.0,323.0,323.0,323.0,323.0,,,,,,,,310.0,310.0,310.0,307.0
78,Organic Nectarine Plum Conserve,Jam/Jelly,b_7cpjdewi2t,204,204,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,201.0
79,Smoky Sweet Tomato Jam,Jam/Jelly,b_5771149f,204,204,204.0,204.0,204.0,204.0,323.0,323.0,323.0,96.0,96.0,96.0,96.0,96.0,96.0,148.0,310.0,310.0,310.0,307.0
80,Matiz Quince - Food Service 3.3lb Tub,Jam/Jelly,b_jqnr5us582,204,204,204.0,204.0,204.0,204.0,372.0,372.0,366.0,366.0,366.0,366.0,360.0,360.0,360.0,360.0,360.0,360.0,348.0,348.0
81,181,Jam/Jelly,b_7egef5vmpp,375,375,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0
82,Blackberry Jam,Jam/Jelly,b_7egef5vmpp,988,988,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0,988.0
83,Fig Jam,Jam/Jelly,b_7egef5vmpp,136,136,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,274.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0
84,Strawberry Jam,Jam/Jelly,b_7egef5vmpp,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
85,Wild Maine Blueberry Champagne Jam,Jam/Jelly,b_7egef5vmpp,298,298,298.0,298.0,298.0,298.0,298.0,286.0,286.0,280.0,280.0,280.0,280.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0
86,Jalapeno Pepper Jelly,Jam/Jelly,b_7egef5vmpp,343,343,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0
87,182,Jam/Jelly,b_7egef5vmpp,264,264,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,1502.0,1502.0,1502.0,1502.0,902.0
88,Red Raspberry Jam,Jam/Jelly,b_7egef5vmpp,20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1081.0,1081.0,1081.0,1081.0,1081.0,1081.0,1081.0,1081.0
89,Blackberry Jalapeno Jelly,Jam/Jelly,b_7egef5vmpp,441,441,441.0,441.0,441.0,441.0,441.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0
90,Red Pepper Jelly,Jam/Jelly,b_7egef5vmpp,707,707,707.0,707.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0
91,Cheshire Pork Bacon Jam,Jam/Jelly,b_3ke9gz17yt,200,200,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,158.0
92,ALL IN Berry Energy Drink,Sports/Energy Drink,b_9j880lsiv8,30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
93,Essential C's Konjac Jelly - Peach - Box of 10 Packs,Jam/Jelly,b_9hmzkmn3pn,2980,2980,2980.0,2980.0,2978.0,2978.0,,,,2942.0,2942.0,2940.0,2940.0,2940.0,2940.0,4216.0,4216.0,4212.0,4212.0,4208.0
94,Organic Apple Butter,Jam/Jelly,b_f11drrzq2b,30,30,2980.0,30.0,30.0,30.0,222.0,216.0,216.0,216.0,216.0,216.0,216.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
95,Pandan Kaya Jam (8 oz),Jam/Jelly,b_2tz7uuxkau,48,48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
96,Java Palm Sugar Kaya Jam (8 oz),Jam/Jelly,b_2tz7uuxkau,120,120,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
97,Ube Kaya Jam (12 oz),Jam/Jelly,b_2tz7uuxkau,216,216,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,,,216.0,216.0,216.0,216.0,216.0,216.0,216.0
98,Chokecherry Jam,Jam/Jelly,b_c4s6qchv2s,628,628,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,,,,,,,,,,
99,Palisade Peach Jam,Jam/Jelly,b_c4s6qchv2s,724,724,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,712.0,712.0,724.0,724.0,712.0,712.0,712.0
100,Raspberry Jalapeno Jam,Jam/Jelly,b_c4s6qchv2s,148,148,148.0,148.0,148.0,148.0,82.0,82.0,82.0,655.0,655.0,655.0,655.0,643.0,643.0,70.0,70.0,70.0,70.0,619.0
101,Peach Jalapeno Jam,Jam/Jelly,b_c4s6qchv2s,92,92,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
102,Cherry Habanero Jam,Jam/Jelly,b_c4s6qchv2s,664,664,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,,,,,,,,,,
103,Strawberry Rhubarb Jam,Jam/Jelly,b_c4s6qchv2s,904,904,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0
104,Holy Habanero Jam,Jam/Jelly,b_c4s6qchv2s,904,904,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,892.0,892.0,892.0
105,Sicilian Pistachio Cream - 190 g,Jam/Jelly,b_6spb3hwxgu,904,904,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,,,904.0,904.0,904.0,904.0,17.0,17.0,
106,Sicilian Lemon Cream - 190 g,Jam/Jelly,b_6spb3hwxgu,904,904,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,892.0,904.0,904.0
107,Colo. Whiskey Peach Deliciousness Preserves - 9 oz,Jam/Jelly,b_7oi1tql5ri,820,820,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0
108,Pueblo Chile Peach Deliciousness Preserves - 9oz,Jam/Jelly,b_7oi1tql5ri,888,888,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0
109,Strawberry Limoncello Deliciousness Preserves - 9oz,Jam/Jelly,b_7oi1tql5ri,951,951,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0
110,Tequila Jalapeño Deliciousness Preserves - 2.75oz (Picnic),Jam/Jelly,b_7oi1tql5ri,880,880,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,,880.0
111,Tequila Jalapeño Deliciousness Preserves - 9oz (Cheeseboard),Jam/Jelly,b_7oi1tql5ri,937,937,937.0,937.0,937.0,937.0,,,,,,,,,,,937.0,,937.0,
112,Strawberry Limoncello Deliciousness Preserves 2.75oz,Jam/Jelly,b_7oi1tql5ri,904,904,904.0,904.0,904.0,904.0,,,,,904.0,904.0,,904.0,,904.0,904.0,904.0,904.0,904.0
113,Desert Blueberry Gin Deliciousness Preserves - 9oz,Jam/Jelly,b_7oi1tql5ri,964,964,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0
114,Colo. Whiskey Peach Deliciousness Preserve - 2.75oz (Picnic),Jam/Jelly,b_7oi1tql5ri,566,566,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,565.0,565.0,565.0,565.0,541.0,541.0,541.0
115,Desert Blueberry Gin Deliciousness Preserves - 2.75oz,Jam/Jelly,b_7oi1tql5ri,903,903,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0
116,Absinthe Orange Deliciousness Marmalade - 9 oz (Cheeseboard),Jam/Jelly,b_7oi1tql5ri,356,356,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0
117,Pueblo Chile Peach Deliciousness Preserves -2.75oz (Picnic),Jam/Jelly,b_7oi1tql5ri,758,758,758.0,758.0,758.0,758.0,,,,,,,,,,,,,,757.0
118,Sweetwater Cranberry Compote Deliciousness - 9oz,Jam/Jelly,b_7oi1tql5ri,388,388,388.0,388.0,388.0,388.0,,388.0,388.0,,388.0,,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0
119,Cherry Fig Mostarda - 9 oz (Cheeseboard),Jam/Jelly,b_7oi1tql5ri,867,867,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,
